bc825e9e031c21356b2006e52e9c77eb280f76df,2019-02-28 14:41:46 -0800 PST,336h0m0s,true,7200000000000000000000000,7200000000000000000000000,iosg
85ac9e682995ebebde8ff107fbbbfe7c40992e4a,2019-02-28 15:27:56 -0800 PST,336h0m0s,true,4349250000000000000000000,4349250000000000000000000,iosg
eef5a1f6ced7e72d0c52f342fa1cb6e8cc5fd9a9,2019-02-28 16:24:10 -0800 PST,336h0m0s,true,4320000000000000000000000,4320000000000000000000000,iosg
e16d79bc05455fb4e3a56dec88d1a338d6d6c354,2019-03-05 00:59:00 -0800 PST,336h0m0s,true,10000000000000000000000,10380178401692392586853,iosg
48d74c8ff226ce336ae3213a4de36c5a1fb8959f,2019-03-05 01:41:31 -0800 PST,840h0m0s,true,10000000000000000000000,11719760554410270092518,iosg
a63a0c8af19abac42cd78052ba69d866035e4b0d,2019-03-05 04:07:04 -0800 PST,672h0m0s,true,20047000000000000000000,23095574567490962126781,iosg
6750ca12576181e4a6dd68bd058011aff6b92b67,2019-03-05 05:48:08 -0800 PST,672h0m0s,true,5024965906000000000000000,5789119308680739295166993,iosg
6416657fd0364c2e352dd74ed2ebbbfbc5a6129a,2019-03-05 06:25:47 -0800 PST,504h0m0s,true,19260000000000000000000,21581093901546742497288,iosg
d7937dce70355056e141a790d3cfdc817180cca1,2019-03-05 08:17:05 -0800 PST,672h0m0s,true,300000000000000000000000,345621408203087177035684,iosg
21d628556b81025ffb543f4f3b6f346da7c4330e,2019-03-07 13:07:38 -0800 PST,2352h0m0s,false,150000000000000000000000,187721547242919895026602,iosg
dac87d1ff2e89ee17c45a2e8dc43f3ddfed936e8,2019-03-05 13:16:05 -0800 PST,840h0m0s,true,100000000000000000000000,117197605544102700925180,iosg
ed3544a6f75be55a4e6374b924ad1bfa6ede95a9,2019-03-05 20:04:17 -0800 PST,8400h0m0s,false,15000000000000000000000,19819451899292108709716,iosg
7d5943b6ee8093be7dc75cd095ee12bfd6c8bf6c,2019-03-05 21:34:19 -0800 PST,672h0m0s,true,5000000000000000000000,5776982544981801304118,iosg
6416657fd0364c2e352dd74ed2ebbbfbc5a6129a,2019-03-05 22:48:51 -0800 PST,504h0m0s,true,46581000000000000000000,52463832403519284503624,iosg
dac87d1ff2e89ee17c45a2e8dc43f3ddfed936e8,2019-03-07 00:05:19 -0800 PST,840h0m0s,true,300000000000000000000000,352964814717536423671618,iosg
5898213b10f76f422871b1300069e10ae7d56e89,2019-03-07 05:36:11 -0800 PST,672h0m0s,false,31844000000000000000000,37663976654869023089844,iosg
3c59e625728e6b7f68544d00183af39d3d1f0c6e,2019-03-07 18:23:26 -0800 PST,0s,false,1281314000000000000000000,1281314000000000000000000,iosg
81f51dc7ecadcc0621165121b0e7fab251467cda,2019-03-07 19:00:24 -0800 PST,672h0m0s,false,103046000000000000000000,121879228061098899425829,iosg
a04157c12d8613acc0bd1213fd6c111600e11f47,2019-03-07 20:57:16 -0800 PST,8400h0m0s,false,59145000000000000000000,78148098838908784642410,iosg
3eeafbe5004e6b116addded0ae59350634abe039,2019-03-08 00:06:55 -0800 PST,672h0m0s,true,30275000000000000000000,35164322560743942458483,iosg
40690a3d03ba2536187c50259a7bfba0fad5f2c7,2019-03-08 09:24:15 -0800 PST,672h0m0s,false,3500000000000000000000,4139678378722571938653,iosg
de055950ccaaf115c8d76b33e6503ee403875ccb,2019-03-08 11:03:09 -0800 PST,8400h0m0s,false,24362000000000000000000,32189432478036956825740,iosg
5fc7b15d4994b67279abdee948ce0c0a60a2f004,2019-03-09 03:55:49 -0800 PST,504h0m0s,false,12802369000000000000000,14940190789255760757110,iosg
9da74b6eb82484c8592adf49352fb5014a5dc6aa,2019-03-09 13:33:37 -0800 PST,168h0m0s,false,16000000000000000000000,17707673131601811888913,iosg
730944bdd880688e3c0f18e5897f31eaa8bdcfa8,2019-03-10 13:15:03 -0700 PDT,840h0m0s,false,50000000000000000000000,59750213096050364125489,iosg
54490798d5850110b6ab32114d0293892f67472d,2019-03-10 17:22:17 -0700 PDT,840h0m0s,false,17200795700000000000000,20555024169932535804662,iosg
d8f5757f8b8f360257a5bc4a3cea370f2e023b08,2019-03-11 19:38:52 -0700 PDT,336h0m0s,false,2880000000000000000000000,3296872543375735205017918,iosg
d8f5757f8b8f360257a5bc4a3cea370f2e023b08,2019-03-11 19:37:15 -0700 PDT,336h0m0s,false,2160000000000000000000000,2472654407531801403763438,iosg
d8f5757f8b8f360257a5bc4a3cea370f2e023b08,2019-03-10 23:18:40 -0700 PDT,336h0m0s,false,2160000000000000000000000,2472654407531801403763438,iosg
